0, 0.08, 48, 10, 1, 0
0, 0.34, 41, 5, 0, 6
0, 0.43, 41, 0, 1, 6
0, 0.46, 49, 2, 0, 4
0, 0.51, 20, 7, 1, 4
0, 0.76, 20, 8, 0, 6
0, 0.88, 33, 0, 0, 2
0, 0.91, 32, 4, 0, 3
0, 0.94, 21, 1, 1, 6
0, 0.94, 38, 3, 0, 5
0, 0.95, 46, 4, 1, 3
1, 0.03, 22, 10, 0, 2
1, 0.17, 26, 8, 0, 0
1, 0.22, 36, 5, 0, 2
1, 0.24, 46, 0, 0, 4
1, 0.49, 47, 5, 1, 3
1, 0.56, 49, 6, 1, 4
1, 0.65, 44, 10, 1, 1
1, 0.74, 25, 1, 1, 6
1, 0.94, 26, 1, 1, 5
1, 0.94, 46, 4, 1, 6
1, 0.95, 24, 6, 0, 2
10, 0.05, 21, 3, 0, 4
10, 0.14, 39, 6, 0, 0
10, 0.15, 22, 8, 1, 4
10, 0.18, 35, 7, 1, 1
10, 0.36, 21, 7, 1, 6
10, 0.46, 29, 4, 1, 4
10, 0.56, 36, 4, 0, 5
10, 0.57, 31, 5, 0, 1
10, 0.6, 47, 2, 0, 5
10, 0.71, 27, 1, 0, 0
10, 0.76, 48, 1, 0, 0
10, 0.88, 33, 6, 1, 2
10, 0.88, 45, 9, 0, 0
10, 0.99, 30, 3, 1, 1
11, 0.04, 48, 0, 1, 1
11, 0.26, 43, 0, 0, 5
11, 0.38, 41, 7, 1, 4
11, 0.95, 47, 8, 1, 2
12, 0.02, 22, 4, 1, 3
12, 0.02, 35, 7, 0, 6
12, 0.02, 47, 10, 1, 4
12, 0.17, 48, 10, 1, 1
12, 0.31, 33, 4, 0, 4
12, 0.35, 43, 5, 1, 3
12, 0.68, 37, 5, 1, 1
12, 0.81, 32, 2, 0, 2
13, 0.18, 26, 4, 1, 6
13, 0.34, 39, 1, 1, 3
13, 0.42, 30, 10, 0, 2
13, 0.63, 29, 8, 0, 4
13, 0.8, 45, 8, 1, 2
13, 0.89, 31, 4, 1, 5
13, 0.99, 34, 3, 1, 6
13, 1.0, 30, 4, 1, 3
14, 0.1, 22, 3, 1, 6
14, 0.64, 48, 6, 1, 5
14, 0.65, 40, 9, 0, 6
14, 0.8, 42, 0, 0, 2
14, 0.82, 33, 7, 0, 0
14, 0.96, 49, 6, 0, 3
15, 0.03, 38, 7, 0, 4
15, 0.06, 50, 10, 1, 3
15, 0.16, 47, 9, 1, 5
15, 0.38, 50, 1, 0, 5
15, 0.48, 29, 5, 0, 5
15, 0.5, 29, 0, 1, 0
15, 0.51, 34, 4, 0, 5
15, 0.51, 36, 7, 1, 5
15, 0.91, 27, 8, 1, 6
15, 0.97, 50, 1, 0, 3
16, 0.15, 42, 8, 1, 0
16, 0.36, 26, 5, 0, 2
16, 0.4, 41, 3, 1, 4
16, 0.46, 40, 6, 1, 4
16, 0.73, 39, 0, 0, 5
16, 0.74, 29, 8, 1, 2
16, 0.9, 29, 8, 1, 3
17, 0.11, 25, 6, 1, 2
17, 0.14, 45, 2, 0, 4
17, 0.18, 46, 3, 1, 4
17, 0.38, 41, 7, 1, 6
17, 0.39, 34, 7, 0, 4
17, 0.44, 46, 6, 1, 5
17, 0.5, 48, 6, 0, 5
17, 0.58, 29, 5, 0, 2
17, 0.6, 37, 9, 0, 4
18, 0.07, 43, 4, 0, 6
18, 0.14, 20, 3, 0, 3
18, 0.15, 50, 0, 1, 0
18, 0.39, 47, 6, 0, 4
18, 0.43, 42, 10, 0, 3
18, 0.45, 20, 8, 0, 2
18, 0.5, 47, 4, 0, 2
18, 0.92, 49, 3, 0, 6
18, 0.98, 27, 6, 0, 0
19, 0.11, 24, 10, 0, 4
19, 0.15, 30, 10, 0, 1
19, 0.4, 45, 9, 1, 0
19, 0.46, 48, 1, 1, 5
19, 0.57, 31, 5, 1, 6
19, 0.69, 25, 0, 0, 2
2, 0.01, 45, 2, 1, 6
2, 0.23, 38, 8, 0, 5
2, 0.27, 24, 6, 0, 0
2, 0.28, 24, 8, 1, 4
2, 0.38, 29, 5, 1, 3
2, 0.39, 48, 4, 0, 5
2, 0.4, 34, 6, 0, 4
2, 0.43, 29, 9, 1, 4
2, 0.54, 45, 9, 0, 2
2, 0.63, 20, 7, 1, 6
2, 0.65, 48, 7, 0, 0
2, 0.7, 21, 6, 0, 0
2, 0.71, 23, 7, 1, 1
2, 0.85, 42, 7, 1, 4
20, 0.07, 33, 9, 0, 5
20, 0.11, 39, 1, 1, 5
20, 0.16, 44, 4, 1, 5
20, 0.19, 32, 4, 0, 5
20, 0.24, 42, 9, 1, 2
20, 0.25, 46, 9, 1, 1
20, 0.27, 50, 10, 0, 4
20, 0.66, 37, 5, 1, 2
20, 0.67, 27, 0, 0, 5
20, 0.76, 26, 9, 0, 4
20, 0.92, 26, 5, 1, 4
21, 0.01, 27, 7, 0, 3
21, 0.19, 32, 0, 1, 5
21, 0.55, 46, 4, 0, 6
21, 0.59, 50, 6, 0, 4
21, 0.62, 32, 8, 0, 4
21, 0.86, 42, 2, 0, 4
21, 0.99, 33, 7, 0, 1
22, 0.02, 21, 3, 1, 6
22, 0.05, 48, 5, 0, 6
22, 0.1, 46, 10, 1, 2
22, 0.15, 26, 8, 0, 1
22, 0.2, 34, 6, 0, 2
22, 0.26, 47, 10, 1, 6
22, 0.27, 25, 1, 1, 5
22, 0.55, 24, 0, 1, 1
22, 0.61, 42, 6, 0, 5
22, 0.68, 22, 7, 0, 0
22, 0.75, 34, 8, 1, 6
22, 0.86, 22, 0, 1, 1
22, 0.89, 49, 3, 1, 5
22, 0.94, 34, 7, 1, 1
22, 0.99, 36, 2, 0, 3
23, 0.14, 25, 1, 0, 3
23, 0.21, 27, 3, 1, 0
23, 0.24, 26, 5, 0, 5
23, 0.28, 22, 7, 1, 1
23, 0.3, 22, 0, 0, 0
23, 0.34, 26, 6, 0, 3
23, 0.36, 24, 1, 0, 2
23, 0.4, 36, 8, 1, 6
23, 0.47, 21, 2, 0, 4
23, 0.51, 44, 7, 0, 5
23, 0.61, 41, 7, 0, 5
23, 0.71, 28, 3, 0, 6
23, 0.82, 43, 8, 0, 0
23, 0.95, 22, 8, 0, 6
23, 0.98, 24, 8, 0, 1
24, 0.01, 36, 5, 0, 2
24, 0.06, 41, 4, 1, 6
24, 0.08, 28, 9, 1, 5
24, 0.18, 23, 3, 0, 4
24, 0.24, 40, 6, 1, 5
24, 0.35, 48, 8, 1, 4
24, 0.69, 47, 2, 0, 2
24, 0.7, 29, 7, 0, 1
24, 0.81, 20, 3, 0, 4
25, 0.06, 41, 10, 1, 0
25, 0.08, 50, 5, 1, 3
25, 0.09, 29, 8, 1, 6
25, 0.46, 22, 6, 1, 3
25, 0.47, 48, 7, 1, 5
25, 0.58, 32, 0, 1, 3
25, 0.71, 29, 2, 1, 0
25, 0.72, 30, 7, 1, 5
26, 0.16, 45, 8, 0, 0
26, 0.17, 22, 0, 0, 0
26, 0.5, 50, 6, 1, 1
26, 0.54, 27, 7, 1, 6
26, 0.54, 39, 3, 1, 2
26, 0.88, 24, 8, 1, 6
26, 0.97, 40, 8, 0, 6
